episode,reward,outcome,duration,steps,total_steps,buffer_size,avg_critic_loss,avg_actor_loss
1700,-214.42679797172678,2,30.592692136764526,200,626233,626233,2.12709659665823,34.35385152816772
1701,-181.27206026561788,2,46.034799337387085,200,626433,626433,2.0383636540174486,34.27491422653198
1702,212.31767250935667,1,76.251380443573,397,626830,626830,2.0893343343242288,34.28374348599604
1703,-162.3122359095816,2,20.897486925125122,118,626948,626948,2.1762294951131786,34.54487105547371
1704,-48.18616861633018,4,80.80162405967712,487,627435,627435,2.1054612181514685,34.432894884928054
1705,-198.63318192598427,2,28.782034158706665,176,627611,627611,2.0992409434508192,34.283561966635965
1706,219.51764260064178,1,5.0273401737213135,30,627641,627641,1.765684191385905,33.71687545776367
1707,195.14535773804508,1,25.17129945755005,161,627802,627802,2.1414899466941075,34.33583841264618
1708,-179.28038669367362,2,33.775132179260254,207,628009,628009,2.071032345870843,34.36811132016389
1709,199.80858868478202,1,66.78208804130554,431,628440,628440,2.0635937827092588,34.272360994201804
1710,-44.53848088927059,4,80.7798216342926,525,628965,628965,2.15691559280668,34.372796718052456
1711,-40.35912596185761,4,80.81237316131592,526,629491,629491,2.1457285864044957,34.17115549442886
1712,225.45156638744507,1,12.128418207168579,77,629568,629568,2.177224076413489,34.3432059845367
1713,196.05703572795252,1,41.62663173675537,275,629843,629843,2.2739429293979296,34.4149570534446
